01_prenom;02_genre;03_langage;04_fréquence;05_signification
sheridan;m;english;0.22;"D'un nom de famille irlandais qui a été tiré de Ó Sirideáin la signification ""descendent de Sirideán""."
sherie;f;english;0;Variante de sherry.
sherill;f;english;0;Variante de Cheryl.
sherilyn;f;english;0;Variante du Cherilyn.
sherisse;f;english;0;Variante du Charisse.
sherley;f;english;0;Variante du SHIRLEY.
sherlock;m;english;0.19;
sherman;m;english;0.45;"D'un nom de famille signifiant ""tondent l'homme"" en Vieil anglais, dénotant à l'origine une personne qui coupe du tissu."
sherri;f;english;0;Variante de sherry.
sherrie;f;english;0;Variante de sherry.
sherry;f;english;0.22;Peut-être de la chérie mot français qui signifie «mon chéri», ou le sherry mot anglais, un type de vin fortifié nommé de la ville espagnole de Jerez.
sheryl;f;english;0;Variante de Cheryl.
shevaun;f;irish, english;0;Forme Anglicisée de SIOBHAN.
shevon;f;irish, english;0;Forme Anglicisée de SIOBHAN.
shichiro;m;japanese;0;Variante du transcription SHICHIROU.
shifra;f;jewish;0;Forme hébraïque de SHIPHRAH.
shiloh;m;english;0;"D'un Ancien Testament placent(situent) le nom signifiant ""tranquille"" en l'Hébreu."
shimmel;m;jewish;0;Diminutif de SIMON yiddish.
shimon;m;jewish;0;Forme hébraïque de SIMON.
shimshon;m;jewish;0;Forme hébraïque de SAMSON.
shin;m;korean;0.06;"signifie ""réel(vrai), vrai"" en japonais."
shinju;f;japanese;0;"Signifie ""la perle"" en japonais."
shiphrah;f;biblical, jewish;0;"signifie ""beaux"" en Hébreu."
shir;f;jewish;0.03;
shira;f;jewish;0.03;"Signifie ""la poésie"" ou ""chantant"" en l'Hébreu."
shireen;f;iranian;0;Variante de la transcription de Shirin.
shirin;f;iranian;0;"Signifie ""le bonbon"" en persan."
shirlee;f;english;0;Variante du SHIRLEY.
shirley;f,m;english;0.10;Prairie ensoleillée (anglais).
shiro;m;japanese;0;Japon : fils quatrième né.
shiva;m;indian, hindu mythology;0.03;"Tiré de Sanscrit (shiva) signification ""bénin, gentil, propice""."
shlomo;m;jewish;0;Forme hébraïque de SOLOMON.
shmuel;m;jewish;0;Forme hébraïque de SAMUEL.
sho;m;japanese;0.03;La transcription Variante du SHOU.
shobha;f;indian;0;"Tiré de Sanscrit (shobha) signification ""de brillance""(""de grande intelligence"")."
sholto;m;scottish;0;Forme Anglicisée de S Ì OLTACH.
shona;f;scottish;0;Forme Anglicisée de SEONAG ou SE Ò NAID.
shonda;f;english (modern);0;Probablement un mélange de shona et RHONDA.
shoshana;f;jewish;0;Variante du transcription Shoshannah.
shoshannah;f;jewish;0;Forme hébraïque de SUSANNA.
shprintza;f;jewish;0;Peut-être une forme yiddish de ESPERANZA.
shprintze;f;jewish;0;Peut-être une forme yiddish de ESPERANZA.
shprintzel;f;jewish;0;Peut-être un diminutif yiddish de ESPERANZA.
shripati;m;indian;0;"signifie ""mari de Shri"" du nom de la déesse hindoue SHRI combiné avec Sanscrit (pati) ""mari, lord(seigneur)""."
shug;m;scottish;0;Écossaise diminutif de HUGH.
shui;m,f;chinese;0.06;Chine : Eau.
shukri;m;arabic;0;"signifie ""remerciant"" en arabe."
shukriyya;f;arabic;0;Forme féminine de SHUKRI.
shulamit;f;jewish;0;La transcription Variante du SULAMITE.
shulamith;f;jewish;0;La transcription Variante du SULAMITE.
shulammite;f;jewish;0;"Tiré ""de paix"" (shalom) hébraïque."
shun;f;chinese;0;Chine : Lisse.
shura;f,m;russian;0;Russie diminutif de ALEKSANDRA ou ALEKSANDR.
shyam;m;indian;0;Transcription moderne de SHYAMA.
shyama;f;indian;0;"Tiré de Sanscrit (shyama) signification ""sombre, noir, bleu""."
shyla;f;english (modern);0;Variante du SHEILA.
sian;f;welsh;0;
siana;f;welsh;0;Diminutif de SIÂN.
siani;f;welsh;0;Diminutif de SIÂN.
siarl;m;welsh;0;Forme galloise de CHARLES.
siavush;m;iranian;0;Variante du transcription Siavash.
sib;m;indian;0;Forme indienne du nord de SHIVA.
sibilla;f;english;0;
sibyl;f;english;0;"De grec (Sibylla), signifiant ""prophétesse, sibylle""."
sibylla;f;greek, german, swedish;0.51;Grec et forme de Latinate de SIBYLLE.
sibylle;f;german, french;0.70;Prophétesse (grec).
sid;m;english;0.10;Forme abrégée de Sidney.
siddharta;m;indian;0.06;Variante de la transcription de Siddharta.
siddhartha;m;indian;0;"signifie ""celui qui a accompli un but"", tiré du Sanscrit (siddha) ""le but"" ""accompli"" et (artha)."
sidney;m,f;english;0.22;Habitante de Sidon (latin).
sidonie;f;french;0.38;Habitante de Sidon (latin).
sidonius;m;ancient roman;0;"Le nom latin qui a signifié ""de Sidon""."
sidony;f;english;0;Forme féminine de SIDONIUS.
sieffre;m;welsh;0;Forme galloise de Geoffrey.
siegbert;m;german;0;"Tiré des éléments Germaniques sigu ""victoire"" et beraht ""brillant""."
siegfried;m;german;3.54;Victoire, paix (germanique).
sieghard;m;german;0;"Tiré des éléments Germaniques sigu ""victoire"" et durement ""courageux, robuste""."
sieghild;f;;0;"Tiré des éléments Germaniques sigu ""victoire"" et hild ""bataille""."
sieglinde;f;german;0;"Tiré des éléments Germaniques sigu ""victoire"" et linde ""doux, doux""."
siegmund;m;german;0.03;Variante allemande de SIGMUND.
siemen;m;dutch, frisian;0;Forme hollandaise et Frisonne de SIMON.
siena;f;;0.06;Variante de Sienne, avec l'orthographe peut-être influencée par celle de la ville italienne.
sienna;f;;0;"Du mot anglais signifiant ""orange-rouge""."
sierra;f;english;1.85;"Signifie ""la chaîne de montagnes"" en espagnol, référant spécifiquement à une chaîne de montagnes avec des sommets déchiquetés."
sif;f;norse mythology;0;Variante du SIV.
sigeberht;m;anglo-saxon;0;"signifie ""victoire brillante"", tiré de Vieil anglais sige ""victoire"" et beorht ""brillant""."
sigfrid;m;swedish;0;Forme suédoise de Siegfried.
sigi;m,f;german;0;"Le diminutif de SIEGFRIED, SIEGLINDE et d'autres noms Germaniques commençant par l'élément sigu qui signifie ""la victoire""."
sigismund;m;german;0.03;La forme de SIGMUND en qui le premier élément est sigis, une forme plus vieille de sigu.
sigiswald;m;german;0;
sigmund;m;german, english;0.38;Qui est exaucé (hébreu).
signe;f;scandinavian;101.34;Variante du SIGNY.
signy;f;scandinavian;0;Forme scandinave moderne de SIGNE(PANNEAU) Ý.
sigrid;f;scandinavian;8.98;"Du Vieux norrois nomment Sigr í ð r, qui a été tiré des éléments sigr ""la victoire"" et fr í ð r ""beau, juste""."
sigrun;f;scandinavian, norse mythology;0;"Tiré des éléments de Vieux norrois sigr ""victoire"" et r ú N ""secret""."
sigurd;m;scandinavian, norse mythology;0.06;"Du Vieux norrois nomment Sigur ð r, qui a été tiré des éléments sigr ""la victoire"" et var ð r ""le gardien""(tuteur"")."
sigvard;m;swedish;0.03;Forme suédoise de Sigurd.
silas;m;english, greek, biblical;0.10;Forme abrégée de Silvanus.
silja;f;finnish;0;Diminutif finlandais de CECILIA.
silje;f;norwegian, danish;0;Diminutif norvégien et danois de CECILIA.
silke;f;german;0;Diminutif allemand et hollandais de CELIA ou CECILIA.
silvana;f;italian;0.10;Forêt (latin).
silvano;m;italian;0.03;Forêt (latin).
silvanus;m;ancient roman, roman mythology;0.03;"Nom romain dérivé du latin silva ""bois, forêt""."
silver;m,f;english;0.29;Du mot anglais pour le métal précieux ou la couleur, en fin de compte tirée de Vieil anglais seolfor.
silvester;m;english, german;0;"D'un nom romain signifiant ""de la forêt"" de forêt latine ""bois, forêt""."
silvestra;f;english, italian;0;Forme féminine de SILVESTER.
silvestre;m;spanish;0.32;Habitant de la forêt (latin).
silvestro;m;italian;0.06;Forme italienne de SILVESTER.
silvia;f;italian, spanish, portuguese, romanian, english, german, ancient roman, roman mythology;0.10;Forêt (latin).
silvija;f;croatian;0;Forme croate et slovène de SILVIA.
silvio;m;italian, spanish, portuguese;0.16;Forêt (latin).
silviu;m;romanian;0;Forme roumaine de Silvius.
simba;m;african;0.03;"Signifie ""le lion"" en swahili."
simcha;f,m;jewish;0;"signifie ""bonheur, joie"" en Hébreu."
simeon;m;biblical;0;Qui est exaucé (hébreu).
simge;f;turkish;0;
simin;f;iranian;0;"signifie ""argentés"" en persan."
simo;m;finnish;0;Forme courte croate de SIMON.
simon;m;english, french, scandinavian, hungarian, slovene, biblical;87.19;Qui est exaucé (hébreu).
simona;f;italian, romanian, czech, slovene;0.03;Qui est exaucée(hébreu).
simone;m,f;french, italian;0;Qui est exaucée (hébreu).
simonetta;f;italian;0.86;Diminutif de SIMONA.
simonette;f;english;0;Diminutif de SIMONE.
sinclair;m;english;0.48;"D'un nom de famille qui a été tiré d'une ville d'anglo-normand appelée ""le Saint CLAIR""."
sindre;m;norwegian;0;Forme norvégienne de SINDRI.
sindri;m;norse mythology, icelandic;0;Peut-être signifie soit «petit, insignifiant» ou encore «pétillant» en vieux norrois.
sindy;f;english (modern);0;Variante du CINDY.
sini;f;finnish;0.03;"signifie ""bleus"" en finlandais."
siobhan;f;irish;0;Forme irlandaise de Jehanne, une variante d'anglo-normand de JEANNE.
siofra;f;irish;0;"signifie ""elfe, elfe"" en Gaélique irlandais."
sioned;f;welsh;0;Forme galloise de JANET.
siors;m;welsh;0;Forme galloise de GEORGE.
siorus;m;welsh;0;Forme galloise de GEORGE.
sipho;m;african;0;"Signifie ""le cadeau"" en Xhosa."
siran;f;armenian;0;Version courte de Alvarde.
siri;f;scandinavian;0.03;Forme abrégée de Sigrid.
sirius;m;astronomy;0.73;"Le nom d'une étoile brillante en la constellation du Grand Chien, dérivé du grec par l'intermédiaire d'Amérique (seirios) ""brûlant""."
sirvart;f;armenian;0;Variante du transcription SIRVARD.
sisel;f;jewish;0;"Signifie ""le bonbon"" en Yiddish."
sisko;f;finnish;0;"Signifie ""la soeur"" en finlandais."
sissie;f;english;0;Variante de Sissy.
sissy;f;english;0;Aveugle (latin). Se rapporte également au patronyme Caecili, nom d'une famille aristocrate romaine ayant vécu au premier siècle.
sita;f;indian, hindu mythology;0.22;le sillon.
sitara;f;indian;0;"Signifie ""l'étoile""(""la star"") en hindi."
siv;f;scandinavian, norse mythology;0.03;"Signifie ""la jeune mariée"" en Vieux norrois."
sive;f;irish;0.06;Forme Anglicisée de SADB.
siwan;f;welsh;0;Forme galloise de JOAN.
sjurd;m;norwegian;0;Forme norvégienne de SIGURD.
sky;f,m;english;0.16;
skye;f,m;english;0.03;Du nom de l'Île de Skye de la côte ouest de l'Ecosse.
skylar;m,f;english;0;Variante du Skyler.
skyler;m,f;english;0;Variante du SCHUYLER.
slavomir;m;czech, slovak;0;Forme tchèque et Slovaque de SAWOMIR.
slawomir;m;polish;0;
sloan;f,m;english;0.03;Variante du SLOANE.
sloane;f,m;english;0.03;D'un nom de famille irlandais qui a été tiré d'une forme Anglicisée du nom donné SLUAGHADHáN.
sly;m;english;0;Forme abrégée de Sylvester.
sobieslaw;m;polish;0;
socrates;m;ancient greek (latinized);0;Salut et paix (grec).
sofia;f;norwegian, swedish, italian, greek;0.54;Sagesse (grec). Sofia est également un prénom arabe.
sofie;f;german, danish, dutch;0;Forme de SOPHIE.
sofija;f;serbian, croatian;0;Forme de SOPHIA.
sofiya;f;russian;0;Russe, ukrainien et bulgare sous forme de SOPHIA.
sofronio;m;spanish;0;Forme espagnole de Sophronius.
sohail;m;indian;0;La transcription Variante du SUHAIL.
sohrab;m;iranian;0;"signifie ""illustre, brillant"" en persan."
sol;f;spanish, portuguese, jewish;0;Soleil (latin).
solange;f;french;28.96;Solennelle (latin).
soledad;f;spanish;0.61;Solitude (espagnol).
solly;m;jewish;0;Diminutif de SOLOMON.
solomon;m;biblical, english;0;"Du nom hébreu (Shelomoh) qui a été tiré ""de la paix"" (shalom) hébraïque."
solon;m;ancient greek;0.35;"Signifie ""la sagesse"" en grec."
solveig;f;norwegian;0;Gardienne du foyer (vieux scandinave).
solvej;f;danish;0;Forme danoise de SOLVEIG.
solvig;f;swedish;0;Variante suédoise de SOLVEIG.
somerled;m;scottish;0;"La forme Anglicisée du Vieux norrois nomme Somarli ð r la signification ""le voyageur d'été""."
somhairle;m;scottish, irish;0;La forme gaélique de Somarli ð r (voir SOMERLED).
sommer;f;german;0.45;Variante de l'été, coïncidant avec le mot allemand pour l'été.
sonal;f;indian;0;"signifie ""d'or"" en hindi."
sondra;f;english (modern);0;Variante de Saundra.
soner;m;turkish;0;"signifie ""durent l'homme"" en turc."
sonia;f;english, italian, spanish, portuguese, romanian;1.66;Sagesse (grec).
sonja;f;german, scandinavian;0.10;Forme de SONYA.
sonje;f;german;0;Variante allemande de SONJA.
sonnie;m,f;english;0;Variante du SONNY.
sonny;m,f;english;0.03;Fils, garçon (anglais).
sonya;f;russian;0;Russie diminutif de SOPHIA.
sopheap;f,m;khmer;0;"signifie ""doux, approprié"" en Khmer."
sophia;f;english, greek, german, italian;1.69;Sagesse (grec).
sophie;f;french, english, german;8.47;Sagesse (grec).
sophocles;m;ancient greek (latinized);0;"Du nom grec (Sophokles), qui a été tiré de grec (sophos) ""habile(qualifié), intelligent"" et ""la gloire"" (kleos)."
sophronia;f;english, ancient greek;0;Forme féminine de SOPHRONIUS.
sophronius;m;ancient greek (latinized);0;"La forme Latinisée du nom grec (Sophronios), qui a été tiré de grec (sophron) ""auto-contrôlé, raisonnable""."
sophus;m;ancient greek (latinized);0.13;"Du nom grec (Sophos) qui a signifié ""habile(qualifié), intelligent""."
sophy;f;english;0;Variante de SOPHIE ou un diminutif de SOPHIA.
sora;f;japanese;0;"De japonais ou que les deux ""ciel"" moyen."
sorcha;f;irish, scottish;0;
sorin;m;romanian;0;Peut-être dérivé de la Roumanie Soare qui signifie «soleil».
sorina;f;romanian;0;
sorley;m;scottish, irish;0;Forme Anglicisée de SOMHAIRLE.
sorrel;f;english;0;"Du nom de l'usine(la plante) de dégustation aigre, qui peut en fin de compte provenir de sur Germanique ""aigre""."
sosigenes;m;ancient greek;0;"signifie ""né sans risque"" de grec (sos) ""coffre-fort, tout, non blessé"" et (gènes) ""nés""."
sosimo;m;spanish;0;Forme espagnole de Zosime.
sostrate;f;ancient greek;0.03;"signifie ""armée sûre"" de grec (sos) ""coffre-fort, tout, non blessé"" et ""armée"" (stratos)."
sotiria;f;greek;0;Forme féminine de SOTIRIS.
sotirios;m;greek;0;Variante du SOTIRIS.
sotiris;m;greek;0;"Tiré de grec (soteria) signification ""de salut""."
spartacus;m;history;0.54;"signifie ""de la ville de Sparta"" en latin."
spencer;m;english;2.84;"D'un nom de famille qui a signifié ""le distributeur de dispositions(fournitures)"" en Moyen anglais."
spike;m;english;0.03;D'un surnom que l'on peut avoir à l'origine donné à une personne avec des cheveux pointus.
spiridon;m;greek;0.45;La transcription Variante du SPYRIDON.
spiro;m;greek;2.77;Variante du SPYRO.
spiros;m;greek;0;Variante du SPYROS.
spring;f;english;1.05;
sprita;f;esperanto;0;"signifie ""pleins d'esprit"" en Espéranto."
spurius;m;ancient roman;0;"Vieux praenomen romain, ou le nom donné, qui a signifié ""de naissance illégitime"" en latin."
spyridon;m;greek, russian;0;"Dernier(Tardif) nom grec tiré de grec (spyridion) signification ""de panier"" ou latin spiritus signification ""d'esprit""(alcool"")."
spyro;m;greek;0;Version courte de SPYRIDON.
spyros;m;greek;0;Version courte de SPYRIDON.
sri;f;indian;0.16;La transcription Variante de Shri.
sroel;m;jewish;0;Forme yiddish de ISRAËL.
ssanyu;f;african;0;"Signifie ""la joie"" en Luganda."
stacee;f;english (modern);0;Variante féminine de STACY.
stacey;f,m;english;0;Variante de Stacy.
staci;f;english (modern);0;Variante féminine de STACY.
stacia;f;english;0;Forme abrégée d'Anastasia ou Eustacia.
stacie;f;english;0;Variante féminine de STACY.
stacy;f,m;english;0;Résurrection (grec).
stafford;m;english;0.13;"D'un nom de famille qui était d'un nom d'endroit(de place) signifiant ""le gué de quai"" en Vieil anglais."
stamatia;f;greek;0;Forme féminine de STAMATIOS.
stamatios;m;greek;0;"Tiré de médiéval grec (stamato) signification ""d'arrêt""."
stamatis;m;greek;0.03;Variante du Stamatios.
stan;m;english;0.10;Diminutif des prénoms assemblés avec Stan.
stanford;m;english;0.38;"D'un nom de famille qui a été tiré d'un nom d'endroit(de place) signifiant ""le gué en pierre"" en Vieil anglais."
stanimir;m;russian, bulgarian;0;"Tiré des éléments Slaves Stan ""est debout"" et ""la paix"" mir."
stanislas;m;history;2.33;Commandeur prestigieux (slave).
stanislav;m;czech, russian;0;"Tiré des éléments Slaves Stan signifiant ""stand""(""position"") combiné avec ""gloire"" slave."
stanislava;f;czech, russian;0;Forme féminine de STANISLAV.
stanislaw;m;polish;0;
stanislawa;f;polish;0.03;"Vient du slave ""stan et slaw"" Signifie : ""se dresser et gloire"" Se fête le 11 avril."
stanley;m;english;1.37;"D'un nom de famille signifiant ""dégagement(compensation) de pierre"" en Vieil anglais."
star;f;english;3.92;Du mot anglais pour le corps(l'organisme) céleste, en fin de compte de Vieil anglais steorra.
stasya;f;russian;0;Diminutif d'ANASTASIYA.
stathis;m;greek;0;Version courte de Eustathios.
stavros;m;greek;0.22;"signifie ""se croisent"" en grec référant à la croix du crucifiement."
steafan;m;scottish;0;Forme écossaise de STEPHEN.
steaphan;m;scottish;0;Forme écossaise de STEPHEN.
steen;m;danish;0;
steenie;m;scottish;0;Écossaise diminutif de STEPHEN.
stef;f,m;english;0;Version courte de Stefanus.
stefan;m;german, scandinavian, polish, bulgarian, romanian, slovene;1.18;Couronné (grec).
stefana;f;polish;0;Forme féminine hollandaise de STEPHEN.
